,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Week,Month,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
SMI_11-14-2017,9.14,4.49,0.33,313190,0.43,5.05,1.44,-0.0916,1.7,11/14/2017,0.62,,,0.34,0.482,-0.682,-0.079,0.02,0.21,0.233,0.319,Nov 20 BMO,17967,43.98,0.285,323600000,,Semiconductor - Integrated Circuits,,,0.008,0.0389,0.55,8770000000,0.082,No,,1.79,6.3,26.8,9.06,2.8,0,0.6413,0.409,0.94,-0.0055,0.189,0.2636,9.06,8.23,0.103,1.3,0.031,0.074,0.048,58.9,2.3,16.11,0.0774,0.3748,0.2896,3.13B,0.088,0.172,Technology,0.0021,3.7,Yes,543010000,967670000,5.83,SMI,387474,0.02,0.0207,-0.113001215,-0.094775213,-0.134872418,-0.102065614,-0.094775213,-0.057108141,-0.077764277
SMI_11-17-2017,9.14,4.49,0.42,379990,0.43,5.05,1.44,-0.0656,1.7,11/17/2017,0.62,,,0.34,0.482,-0.682,-0.079,0.02,0.21,0.233,0.319,Nov 20 BMO,17967,36.99,0.285,323600000,,Semiconductor - Integrated Circuits,,,0.008,0.0389,0.55,7370000000,0.082,No,,1.51,5.3,22.54,7.62,2.35,0,0.3982,0.1832,0.6529,-0.1301,0,0.1528,7.62,7.12,0.103,1.3,0.031,0.074,0.048,46.03,2.3,4.42,-0.0885,0.1872,0.09,3.13B,0.088,0.172,Technology,0.0021,3.05,Yes,543010000,967670000,5.83,SMI,129088,0.0391,0.0237,0.037921348,0.046348315,0.08988764,0.066011236,0.012640449,-0.008426966,-0.047752809
SMI_11-27-2017,9.14,4.49,0.39,424400,0.45,5.1,1.82,-0.0501,1.9,11/27/2017,0.67,,,0.25,-0.145,-0.756,-0.092,0.06,0.17,0.233,0.319,Nov 20 BMO,17967,42.16,0.268,236000000,,Semiconductor - Integrated Circuits,,,0.007,0.0225,0.57,6830000000,0.055,No,,1.41,3.96,28.5,5.55,2.18,0,0.3303,0.0619,0.5811,0.0141,-0.0538,0.0697,7.59,7.21,0.075,1.5,0.022,0.052,0.048,47.09,3.3,1.13,-0.0965,0.2005,0.0652,3.13B,-0.007,0.172,Technology,0.0021,2.73,Yes,544660000,947670000,5.8,SMI,478962,0.0186,0.0246,-0.020804438,-0.05963939,-0.034674064,,,,
SMMF_11-17-2017,30.06,19.13,0.98,25170,1.03,16.16,5.12,-0.0507,,11/17/2017,0.1,0.44,0.0168,1.2,0.6482,0.206,0.1,0.51,2.09,0.27,0.074,23-Oct,251,12.59,,14300000,,Regional - Mid-Atlantic Banks,0.06,0.0101,0.293,-0.031,0.1,324850000,0.768,No,2.19,1.62,5.12,21.92,30.08,4.08,0.358,0.2262,-0.0465,0.2009,0.0266,-0.0469,0.0974,26.24,24.91,0.18,,0.007,0.082,0.23,39.2,3,0.83,-0.0589,0.0798,-0.0421,79.70M,0.384,-0.02,Financial,0.0115,4.73,Yes,10310000,12380000,27.5,SMMF,1598,0.0529,0.0385,0.072260136,0.083099157,0.083902047,0.064231232,0.074668808,0.093938177,0.100762746
SMP_11-29-2017,55.37,40.56,1.13,90950,1.81,20.72,1.12,0.0504,1.7,11/29/2017,0.16,0.76,0.0163,2.6,0.225,-0.19,0.07,0.38,3.27,-0.005,0.3,Oct 26 BMO,4100,14.28,0.293,60600000,,Auto Parts,0.065,-0.0717,0.797,-0.0072,0,1060000000,0.086,Yes,2.56,2.25,41.66,17.92,93.65,0.96,0.307,-0.0549,0.0445,0.0602,0.0675,-0.1233,-0.0837,44.42,46.66,0.05,0.6,0.067,0.119,0.125,66.67,2,1.57,0.0985,-0.0267,0.0276,1.11B,-0.065,0.039,Consumer Goods,0.0286,6.57,Yes,20880000,22680000,54,SMP,142789,0.0253,0.0226,-0.031075868,,,,,,
SM_11-01-2017,42.45,12.29,1,3850000,3.04,22.48,5.38,0.0502,2.2,11/1/2017,1.16,0.1,0.0047,-3.13,0.262,0.565,0.295,-0.31,-0.79,-0.385,-0.497,Nov 02 AMC,607,,0.564,-287300000,,Independent Oil & Gas,0.009,0.0054,,-0.0042,1.16,2220000000,-0.219,Yes,,0.95,3.96,,,1.71,,-0.0061,0.2058,0.3134,0.1837,-0.3814,-0.3657,21.33,22.4,-0.221,2.2,-0.046,-0.121,-0.111,77.4,2.3,2.38,0.2072,0.116,0.3475,1.30B,-0.013,-0.031,Basic Materials,0.1865,4.97,Yes,102500000,104000000,25.1,SM,681803,0.0637,0.0495,-0.036607143,-0.075,0.003125,-0.042410714,-0.040178571,-0.052232143,-0.075892857
SMTC_11-30-2017,41.95,27.55,1.59,465590,1.48,9.73,4.26,-0.0684,3.4,11/30/2017,0.37,,,0.95,0.2103,0.395,0.05,0.5,2.28,-0.09,3.744,Nov 29 AMC,1292,14.94,0.595,63200000,,Semiconductor - Integrated Circuits,0.01,-0.213,0.98,-0.0101,0.34,2220000000,0.159,Yes,7.15,3.5,7.99,35.77,21.25,3.87,0,-0.081,-0.1705,-0.0944,-0.1498,0.0792,0.2117,36.55,34.05,0.11,2.8,0.062,0.103,0.078,30.96,1.8,5.93,-0.1322,-0.0665,-0.1192,574.10M,0.127,0.025,Technology,0.0151,2.11,Yes,64910000,65220000,44.57,SMTC,2761621,0.0528,0.0402,,,,,,,
SMTC_11-29-2017,41.95,27.55,1.45,454410,1.48,9.73,4.26,-0.0568,3.4,11/29/2017,0.37,,,0.95,0.2103,0.395,0.05,0.5,2.28,-0.09,3.744,Nov 29 AMC,1292,16.04,0.595,63200000,,Semiconductor - Integrated Circuits,0.01,-0.213,0.98,-0.0101,0.34,2380000000,0.159,Yes,7.68,3.76,8.58,38.39,22.81,4.15,0,-0.0027,-0.0817,-0.064,-0.0975,0.1585,0.2915,38.75,36.55,0.11,2.8,0.062,0.103,0.078,38.27,1.8,2.72,-0.0738,0.0024,-0.0538,574.10M,0.127,0.025,Technology,0.0151,2.16,Yes,64910000,65220000,44.57,SMTC,1237514,0.0396,0.0376,-0.068399453,,,,,,
SM_11-22-2017,42.45,12.29,1.03,3980000,3.09,21.62,4.1,0.0561,1.5,11/22/2017,1.2,0.1,0.005,-3.4,0.51,-0.532,0.295,-0.21,-0.48,-0.385,-0.497,Nov 02 AMC,607,,0.576,-335500000,,Independent Oil & Gas,0.009,0.0052,,0.079,1.2,2160000000,-0.278,Yes,,0.93,4.89,,,1.7,,-0.0205,0.1264,0.4732,0.0198,-0.4185,-0.4553,20.05,21.17,-0.265,1.5,-0.053,-0.134,-0.111,56.71,2.3,1.13,0.0304,0.0976,0.1248,1.27B,-0.1,-0.031,Basic Materials,0.1877,4.83,Yes,102500000,107660000,26.75,SM,346734,0.0432,0.0554,-0.009919698,-0.081719414,-0.098252244,-0.090694379,-0.025035427,,
SM_11-27-2017,42.45,12.29,1.09,4010000,3.08,21.62,3.94,-0.0725,1.5,11/27/2017,1.2,0.1,0.0051,-3.4,0.588,-0.532,,-0.2,-0.41,-0.385,-0.497,Nov 02 AMC,607,,0.576,-335500000,,Independent Oil & Gas,0.009,0.005,,0.0788,1.2,2180000000,-0.278,Yes,,0.9,4.94,,,1.72,,0.1205,0.0872,0.4761,-0.0419,-0.4362,-0.4538,20.96,19.44,-0.265,1.5,-0.053,-0.134,-0.111,45.65,2.3,0.94,-0.0676,0.0114,0.0211,1.27B,-0.1,-0.031,Basic Materials,0.1877,4.8,Yes,102500000,112100000,26.95,SM,3778048,0.044,0.0564,-0.018004115,-0.009773663,0.061728395,,,,
SM_11-30-2017,42.45,12.29,1.11,4020000,3.08,21.62,3.94,0.0722,1.5,11/30/2017,1.2,0.1,0.0048,-3.4,0.588,-0.532,,-0.2,-0.41,-0.385,-0.497,Nov 02 AMC,607,,0.576,-335500000,,Independent Oil & Gas,0.009,0.005,,0.0788,1.2,2310000000,-0.278,Yes,,0.95,5.24,,,1.83,,0.2007,-0.0323,0.5449,-0.0195,-0.4014,-0.4822,19.25,20.64,-0.265,1.5,-0.053,-0.134,-0.111,54.1,2.3,0.99,-0.0031,0.0817,0.0728,1.27B,-0.1,-0.031,Basic Materials,0.1877,4.78,Yes,102500000,112100000,26.95,SM,3980703,0.0479,0.0525,,,,,,,
SNAP_11-08-2017,29.44,11.28,0.72,27750000,,2.89,2.45,-0.1005,11.8,11/8/2017,0,,,-2.93,0.185,-2.616,0.7,-0.15,-0.54,,-0.38,Nov 07 AMC,1859,,0.046,-2946100000,,Internet Software & Services,0.027,-0.0417,0.366,0.0204,0,17250000000,,Yes,,5.23,6.17,,,27.59,,-0.342,0.0279,0.115,-0.0143,-0.3824,,15.12,13.6,,11.8,-1.026,-1.125,-0.335,39.02,2.8,15.14,-0.1129,-0.2269,-0.0864,625.20M,1.531,,Technology,0.1981,4.36,Yes,611620000,1140000000,14.78,SNAP,32279098,0.049,0.0516,-0.075,-0.069117647,-0.093382353,-0.097794118,-0.079411765,-0.077941176,-0.058823529
SNCR_11-30-2017,49.8,8.71,0.58,2030000,1.59,15.08,4.13,-0.1285,2.4,11/30/2017,0.41,,,-1.26,0.4801,,0.1,0.11,1.56,-0.376,-0.18,27-Nov,1765,6.44,0.593,-54900000,,Application Software,0.007,0,0.72,-0.08,0.36,470570000,-0.151,Yes,,0.67,2.43,,3.3,0.99,0,-0.2253,-0.1139,-0.402,-0.1076,-0.7379,-0.7929,11.52,10.04,0.041,2.4,0.017,0.031,-0.069,42.36,3.3,1.17,-0.0555,-0.405,-0.0948,476.80M,0.114,0.158,Technology,0.2095,3.73,Yes,36040000,46870000,16.4,SNCR,2364850,0.062,0.0582,,,,,,,
SND_11-15-2017,21.99,4.81,0.49,598300,,4.42,1.32,-0.0736,3.4,11/15/2017,0.01,,,0.66,1.4927,,0.3363,0.13,0.86,,1.234,Nov 09 BMO,103,9.85,0.384,23100000,,Industrial Metals & Minerals,0.016,0,0.862,0.0244,0,328460000,0.23,Yes,0.38,1.9,6.4,12.72,,2.66,0,-0.328,0.2364,0.664,0.1123,-0.4912,-0.2469,8.42,7.8,0.187,3.1,0.115,0.14,0.069,56.9,2,5.49,0.0783,-0.2378,0.1224,123.60M,2.606,,Basic Materials,0.1115,5.98,Yes,32090000,39010000,7.96,SND,252292,0.0775,0.0608,-0.021794872,0.01025641,0.030769231,0.043589744,0.014102564,0.029487179,0
SNE_10-31-2017,41.65,27.72,0.48,692960,1.78,18,14.56,0.1326,0.8,10/31/2017,0.52,0.18,0.0046,0.91,0.1946,2.813,0.738,0.54,2.64,0.163,-0.516,Oct 31 BMO,128400,14.72,0.256,1170000000,,Electronic Equipment,,,0.068,-0.0005,0.23,48760000000,0.05,Yes,0.58,2.16,2.67,42.93,10.4,0.71,0.19,0.1183,0.0404,-0.0457,0.0357,0.386,0.2337,38.85,44,0.017,0.7,0.008,0.054,0.045,83.18,1,22.33,0.1796,0.2304,0.158,68.86B,0.152,0.032,Consumer Goods,0.001,1.43,Yes,1000000000,1260000000,46.97,SNE,1263902,0.0148,0.0086,-0.012272727,0.011590909,0.016590909,0.0425,0.074772727,0.029772727,0.039090909
SNR_11-03-2017,10.82,8.63,0.15,695830,,6.45,0.74,-0.0508,1.5,11/3/2017,3.96,1.04,0.1175,-0.36,0.109,1.113,,-0.14,-0.57,,0.185,Nov 03 BMO,,,0.757,-29800000,,USA,0.0223,0,0.675,-0.0014,3.96,719680000,-0.137,Yes,,1.37,11.9,,,1.55,,-0.1132,-0.0484,-0.0545,0.0068,-0.096,-0.0704,8.85,8.4,-0.064,1.5,-0.011,-0.053,-0.031,27.07,3.3,2.73,-0.0605,-0.1433,-0.0798,465.20M,-0.035,0.67,REIT - Diversified,0.0439,5.07,Yes,80310000,81320000,9.67,SNR,155363,0.0158,0.0184,-0.032142857,-0.029761905,-0.025,-0.027380952,-0.025,-0.03452381,-0.047619048
SN_11-01-2017,14.39,3.58,0.26,2870000,1.65,-5.86,1.66,0.0531,1,11/1/2017,,,,-0.16,,1.085,,-0.16,0.35,,0.82,Nov 03 BMO,,12.23,0.628,-3700000,,Independent Oil & Gas,0.079,0.0775,0.722,-0.0019,,334190000,-0.058,Yes,,,2.61,,2.43,0.61,,-0.4574,-0.1163,-0.1127,0.1046,-0.5205,-0.3203,4.33,4.56,-0.007,1,-0.002,0.006,-0.19,58.18,,1.95,0.0722,-0.3851,0.0335,550.10M,0.583,0.971,Basic Materials,0.2896,7.24,Yes,71640000,77180000,,SN,414857,0.0761,0.0584,0.002192982,-0.081140351,0.061403509,0.074561404,0.070175439,0.065789474,0.030701754
SOHU_11-29-2017,70.86,32.6,2.2,584860,1.35,20.06,34.13,-0.0509,1.7,11/29/2017,0.08,,,-8.4,0.489,-0.384,0.19,-1.44,-3.7,-0.276,-3.504,Oct 27 BMO,10000,,0.438,-326300000,,Internet Information Providers,0.002,0.2351,0.844,0.0008,0,1920000000,-0.125,Yes,,2.43,1.43,,33.05,1.09,,0.0803,-0.1379,-0.0637,-0.0847,0.4405,0.3929,51.44,48.82,-0.185,1.7,-0.128,-0.367,-0.139,29.72,2.6,1.64,-0.111,0.004,-0.1515,1.76B,0.257,0.141,Technology,0.0412,2.18,Yes,30940000,39400000,60.3,SOHU,959044,0.0337,0.039,-0.008807866,,,,,,
SPAR_11-28-2017,17.2,6.3,0.76,289900,1.24,4.77,0.62,0.0541,1.7,11/28/2017,0.14,0.1,0.0064,0.41,0.2948,3.814,0.15,0.09,0.53,0.611,1.499,Nov 01 BMO,2340,29.6,0.123,14400000,,Trucks & Other Vehicles,0.018,0,0.729,-0.0212,0.14,549430000,0.016,Yes,2.53,3.27,25.09,37.96,,0.82,0.244,0.814,-0.0459,0.7143,0,0.6865,0.7829,14.8,15.6,0.021,1,0.049,0.092,0.055,59.72,2,1.1,0.0386,0.5955,0.12,671.90M,0.272,0.068,Consumer Goods,0.0172,1.98,Yes,33340000,35220000,20,SPAR,319793,0.0602,0.0483,0.006410256,0.022435897,,,,,
SPB_11-16-2017,146.09,98.11,2.59,426360,0.76,30.77,1.91,0.1001,1.9,11/16/2017,2.27,1.68,0.0169,4.91,0.1215,-0.219,0.0925,1.47,6.25,0.434,1.249,Nov 16 BMO,15700,15.9,0.381,291500000,,Personal Products,0.0039,0,0.3247,-0.034,2.25,5720000000,0.124,Yes,2.19,3.23,52.01,20.23,12.67,1.16,0.324,-0.232,-0.104,-0.0798,-0.0465,-0.1879,-0.2401,99.35,109.29,0.059,1,0.041,0.163,0.114,57.17,1.8,6.45,0.0284,-0.113,0.0342,4.94B,-0.042,0.096,Consumer Goods,0.1088,14.65,Yes,57430000,57530000,137.55,SPB,211142,0.0215,0.0239,0.023423918,0.021227926,0.026168908,0.042364352,0.038429865,0.028181901,0.045932839
SPIL_11-24-2017,8.39,7.05,0.09,74920,0.29,3.46,1.1,0.0529,1.2,11/24/2017,0.48,0.29,0.0347,0.43,0.1957,-0.232,0.2,,0.55,0.14,0.047,Oct 30 BMO,24353,15.2,0.212,288600000,,Semiconductor Equipment & Materials,0.015,0,0.029,-0.0632,0.2,5230000000,,Yes,0.96,2.42,7.57,19.26,7.78,1.87,,0,0.0636,0.0542,0.0582,0.1452,0.1132,7.94,8.36,0.098,1,0.067,0.124,0.089,79.8,1,1.91,0.0609,0.0462,0.0597,2.80B,0,0.068,Technology,0.0003,1.88,Yes,543150000,626120000,8.1,SPIL,142985,0.0135,0.0095,-0.005980861,-0.004784689,-0.008373206,-0.007177033,,,
SPKE_11-01-2017,23.65,11.52,0.52,141490,,2.78,2.48,0.0536,2.4,11/1/2017,2.71,0.72,0.0514,0.72,0.5287,-0.987,,0.24,1.36,0.3286,0.96,Nov 02 AMC,143,10.32,0.289,10100000,,Electric Utilities,0.082,0.0381,,0.0083,2.51,483140000,0.099,No,,5.04,5.65,19.58,8.74,0.72,0.934,-0.1502,-0.0572,-0.2612,0.0072,-0.0759,0.157,14,14.75,0.015,2.3,0.027,0.315,0.677,54.19,2.4,1.5,0.0394,-0.1285,-0.0345,674.50M,-0.312,,Utilities,0.3255,25.78,Yes,11210000,34510000,21.4,SPKE,15812,0.0326,0.0382,-0.006779661,0.030508475,-0.115254237,-0.179661017,-0.145762712,-0.186440678,-0.177627119
SPLK_11-17-2017,71.46,50.64,1.61,1710000,2.01,5.52,7.63,0.1659,2,11/17/2017,0,,,-2.57,0.5139,0.078,0.4219,0.14,0.82,-0.379,-0.206,Nov 16 AMC,2700,84.93,0.79,-351100000,,Application Software,0.011,-0.3549,,0.0075,0,9850000000,-0.318,Yes,,12.55,9.09,,57.01,9.17,,0.0511,0.0951,0.168,-0.0209,0.3548,0.1489,69.3,80.8,-0.327,2,-0.211,-0.446,-0.434,78.53,2,20.64,0.1986,0.2827,0.2097,1.07B,0.316,0.51,Technology,0.0797,6.45,Yes,138670000,142080000,75.08,SPLK,2716438,0.0243,0.0233,0.006311881,0.023638614,0.037623762,0.040841584,0.015965347,0.007673267,-0.016212871
SPTN_11-09-2017,40.38,22.9,0.83,193690,1.02,22.84,0.62,-0.147,1.9,11/9/2017,0.78,0.66,0.0279,1.75,0.061,0.199,0.0372,0.56,2.37,0.018,-0.093,Nov 08 AMC,8500,10,0.144,64500000,,Food Wholesale,0.015,-0.0243,0.935,-0.0049,0.76,870580000,0.015,Yes,3.65,1.04,38.35,13.56,20.88,0.11,0.362,-0.3688,-0.0879,-0.0924,-0.0811,-0.4014,-0.1807,23.67,20.19,0.008,0.8,0.031,0.077,0.06,22.39,3,2.67,-0.1961,-0.3322,-0.199,7.93B,0.037,0.24,Services,0.0247,4.63,Yes,36370000,36780000,27,SPTN,41017,0.0542,0.0301,-0.003467063,-0.000990589,0.021792967,0.096582467,0.127786033,0.128776622,0.110450718
SPTN_11-16-2017,40.38,18.56,1.11,220090,1.06,19.27,0.35,0.0629,1.8,11/16/2017,0.95,0.66,0.0317,-2.01,0.0459,-8.437,0.0049,0.45,2.23,0.018,-0.093,Nov 08 AMC,8500,9.32,0.143,-73200000,,Food Wholesale,0.015,-0.0235,0.956,0.0171,0.92,793620000,,Yes,,1.08,60.12,,,0.1,,-0.4172,-0.1809,-0.1574,-0.12,-0.4732,-0.4353,20.83,22.14,,0.7,,,0.06,41.5,3,1.14,-0.0727,-0.2569,-0.1074,8.03B,0.059,0.24,Services,0.0233,3.88,Yes,36670000,38100000,25.5,SPTN,19282,0.0836,0.0443,0.028455285,0.029358627,0.012646793,0.016711834,0.018518519,0.013550136,0.036133695
SPTN_11-29-2017,40.38,18.56,1.08,222460,1.04,19.27,0.35,0.0894,1.8,11/29/2017,0.95,0.66,0.0264,-2.01,0.043,-8.437,0.0049,0.41,2.18,0.018,-0.093,Nov 08 AMC,8500,11.44,0.143,-73200000,,Food Wholesale,0.01,-0.0104,0.946,-0.0026,0.92,949620000,,Yes,,1.3,71.94,,,0.12,,-0.1865,0.025,0.0217,0.1186,-0.368,-0.3364,22.94,24.99,,0.7,,,0.06,58.79,3,1.51,0.0912,-0.1433,0.0178,8.03B,0.059,0.24,Services,0.0235,3.84,Yes,36370000,38000000,23.17,SPTN,334833,0.0465,0.0547,0.014405762,,,,,,
SPWR_11-02-2017,11.7,5.84,0.3,2790000,3.12,5.35,2.47,0.1641,1.4,11/2/2017,2.8,,,-3.92,1.037,-0.326,,-0.39,0.04,0.115,-1.462,Nov 02 BMO,8902,162.05,0.033,-543900000,,Semiconductor - Specialized,0.002,0,0.313,-0.013,2.22,945080000,-0.184,Yes,,1.33,2.89,,40.39,0.38,,0.0674,-0.0152,-0.1971,0.0579,0.0787,-0.0056,7.13,8.3,-0.218,1,-0.119,-0.564,-0.144,68.49,2.8,12.6,0.2022,0.0514,0.0733,2.49B,-0.198,0.015,Technology,0.7916,4.83,Yes,17030000,132550000,9.08,SPWR,2617481,0.0516,0.0385,0.007228916,0.051807229,0.040963855,0.014457831,0.034939759,0.039759036,0.001204819
SPXC_11-03-2017,30.37,15.49,0.76,274490,1.73,4.92,1.98,0.0908,1.1,11/3/2017,1.76,,,0.33,0.1997,0.232,0.1562,0.29,2.1,-0.345,1.105,Nov 02 AMC,5000,13.81,0.261,14200000,,Diversified Machinery,0.01,0,0.995,0.0427,1.51,1230000000,0.034,Yes,5.6,5.9,14.69,87.5,67.04,0.9,,0.0269,-0.0079,0.0811,-0.0265,0.2247,0.6112,29.05,31.69,-0.056,0.8,-0.039,-0.343,0.081,69.55,2.5,1.38,0.0823,0.2247,0.1495,1.36B,-0.058,-0.192,Industrial Goods,0.0098,1.5,Yes,41840000,42230000,29.5,SPXC,30999,0.0331,0.023,-0.001262228,-0.024929,-0.043862417,-0.050489113,-0.049542442,-0.065951404,-0.061849164
SQ_11-27-2017,49.56,12.38,2.28,10360000,,1.91,2.24,-0.1605,1.8,11/27/2017,0.48,,,-0.17,0.7578,0.554,,0.07,0.45,,0.206,Nov 08 AMC,1853,91.16,0.374,-62300000,,Internet Software & Services,0.01,-0.3774,0.864,0.0385,0.48,15920000000,-0.027,Yes,,21.48,18.34,,143.19,7.77,,0.8039,0.2026,0.6467,-0.0715,2.0095,2.2173,48.86,41.02,-0.03,1.8,-0.038,-0.094,-0.299,54.56,2.3,7.36,0.0219,0.662,0.1918,2.05B,0.333,,Technology,0.127,3.21,Yes,262010000,388170000,38.62,SQ,76229336,0.0736,0.0514,0.037298879,-0.046075085,-0.043881034,,,,
SQ_11-29-2017,49.56,12.38,2.72,12300000,,1.91,2.24,-0.0804,1.8,11/29/2017,0.48,,,-0.17,0.7578,0.554,,0.07,0.45,,0.206,Nov 08 AMC,1853,86.96,0.374,-62300000,,Internet Software & Services,0.01,-0.3774,0.864,0.0385,0.48,15190000000,-0.027,Yes,,20.49,17.49,,136.59,7.41,,0.6845,0.0945,0.519,-0.1858,1.8709,2.1404,42.55,39.13,-0.03,1.8,-0.038,-0.094,-0.299,48.69,2.3,4.23,-0.0402,0.5681,0.1197,2.05B,0.333,,Technology,0.127,2.71,Yes,262010000,388170000,38.62,SQ,52006490,0.1123,0.0617,0.002300026,,,,,,
SRCI_11-09-2017,10.38,6.19,0.39,2900000,1.58,4.69,0.1,-0.0805,0.6,11/9/2017,0.16,,,0.48,0.545,3.268,0.5,0.23,1.03,-0.477,-0.106,Nov 01 AMC,96,8.81,0.83,97000000,,Industrial Metals & Minerals,0.007,0,,-0.0036,0.16,1870000000,0.375,Yes,0.38,1.93,87.6,18.82,8.07,7.11,0,0.229,-0.0237,0.1007,-0.0792,0.018,0.2093,9.07,8.34,0.37,0.6,0.081,0.11,-0.252,37.14,1.9,32.68,-0.0965,0.0427,-0.0573,262.40M,2.954,0.338,Basic Materials,0.2048,13.81,Yes,195610000,205730000,11.4,SRCI,7511160,0.0715,0.0399,0.021582734,0.020383693,-0.037170264,-0.067146283,-0.023980815,-0.014388489,-0.016786571
SRCL_11-09-2017,88,66.27,1.15,703140,0.2,32.25,,-0.0641,0.9,11/9/2017,1.04,,,-0.25,0.0394,-5.012,0.0825,1.14,4.77,-0.05,-0.302,Nov 08 AMC,25000,14.06,0.416,-21100000,S&P 500,Waste Management,0.011,-0.0204,0.988,0.0054,1,5780000000,0.032,Yes,,2.08,,,14.2,1.6,,-0.2104,-0.0523,-0.0608,-0.0234,-0.129,-0.0961,67.1,62.8,-0.006,0.9,-0.003,-0.007,0.054,15.84,2.5,13.41,-0.1064,-0.1896,-0.1131,3.61B,0.029,0.163,Industrial Goods,0.0631,7.55,Yes,84160000,86100000,88.56,SRCL,747230,0.0162,0.0162,0.017675159,0.014171975,-0.001751592,0.012101911,-0.00366242,-0.002229299,-0.009713376
SRI_11-03-2017,22.95,14.16,0.71,151780,1.46,7.41,1.56,0.0589,2.3,11/3/2017,0.69,,,2.71,0.011,-0.218,0.0028,0.32,1.47,0.064,2.329,Nov 02 BMO,4200,14.64,0.293,76900000,,Auto Parts,0.003,-0.4113,0.901,-0.0005,0.66,610860000,0.069,Yes,28.48,2.91,13.82,7.97,13.02,0.8,0,0.1806,-0.0191,0.2809,-0.034,0.2193,0.4958,21.57,22.84,0.101,1.6,0.166,0.433,0.307,63.14,3,2.29,0.0348,0.3026,0.1618,759.90M,0.119,-0.019,Consumer Goods,0.0099,1.74,Yes,26560000,28320000,19,SRI,28361,0.0483,0.0271,-0.024518389,-0.058231173,-0.057355517,-0.062171629,-0.047285464,-0.058231173,-0.073117338
SSD_10-31-2017,50.18,39.82,0.69,165370,1.48,18.88,2.99,0.1637,4.4,10/31/2017,0,0.84,0.0173,2.05,0.0655,0.094,0.16,0.61,2.23,0.123,0.346,Oct 30 AMC,2647,21.81,0.473,98500000,,Small Tools & Accessories,0.019,-0.6244,0.926,0.0045,0,2300000000,0.162,Yes,1.48,2.58,16.28,23.7,,2.51,0.364,0.1659,-0.0084,0.0953,-0.0124,0.1115,0.1472,48.63,56.59,0.108,2.5,0.098,0.112,0.104,84.92,3,15.72,0.1458,0.29,0.1991,914.00M,0.143,0.074,Industrial Goods,0.0382,9.35,Yes,40420000,47210000,48,SSD,212353,0.0169,0.0136,-0.001413677,0.016610709,0.026859869,0.029510514,0.020675031,0.011309419,0.006361548
SSRM_11-08-2017,12.9,7.7,0.25,958560,-0.28,8.16,4.43,-0.0912,9.7,11/8/2017,0,,,0.79,-0.2621,1.116,,0.04,0.3,-0.09,1.404,Nov 07 AMC,1250,31.74,0.32,102500000,,Silver,0.033,,0.559,0.013,0.23,1150000000,0.281,Yes,,1.18,2.18,12.26,6.04,2.28,0,0.0244,-0.1384,0.0546,0.0052,0.0818,-0.1275,9.65,8.77,0.203,7.5,0.07,0.109,0.084,23.36,2.3,4.3,-0.1194,-0.1413,-0.1524,505.60M,-0.015,0.271,Basic Materials,0.0248,3.08,Yes,119310000,119310000,13.38,SSRM,316756,0.0197,0.026,-0.005701254,-0.012542759,-0.018244014,-0.036488027,-0.028506271,-0.009122007,-0.009122007
SSTK_10-31-2017,59.86,29.85,0.81,278370,1.44,8.43,7.65,0.1693,1.6,10/31/2017,0,,,0.81,0.1316,-0.572,0.1133,0.27,1.31,0.073,0.685,Oct 31 BMO,858,26.21,0.589,28900000,,Business Services,0.006,0,0.644,0.0008,0,1190000000,0.074,Yes,3.74,4.06,4.48,42.34,23.51,2.3,0,-0.22,0.0288,-0.1787,-0.0093,-0.2793,-0.4204,34.25,40.05,0.056,1.6,0.058,0.101,0.118,79.17,3.3,13.81,0.1673,-0.0403,0.188,517.50M,0.077,0.327,Services,0.1966,12.91,Yes,18280000,34740000,34,SSTK,314064,0.0249,0.0222,-0.023470662,-0.053682896,-0.083395755,-0.079900125,-0.059675406,-0.038951311,-0.004993758
